major,minor,Cash0,Cash1,Cash2,Close,Share0,Share1,Share2,Total0,Total1,Total2
GE US Equity,2007-05-09,20.1,20.1,20.1,37.26,269.0,269.0,269.0,10043.04,10043.04,10043.04
GE US Equity,2007-05-10,20.1,20.1,20.1,36.78,269.0,269.0,269.0,9913.92,9913.92,9913.92
GE US Equity,2007-05-11,20.1,20.1,20.1,36.97,269.0,269.0,269.0,9965.03,9965.03,9965.03
GE US Equity,2007-05-14,20.1,20.1,20.1,36.6,269.0,269.0,269.0,9865.5,9865.5,9865.5
GE US Equity,2007-05-15,20.1,20.1,20.1,36.64,269.0,269.0,269.0,9876.26,9876.26,9876.26
GE US Equity,2007-05-16,20.1,20.1,20.1,36.83,269.0,269.0,269.0,9927.37,9927.37,9927.37
GE US Equity,2007-05-17,20.1,20.1,20.1,36.53,269.0,269.0,269.0,9846.67,9846.67,9846.67
GE US Equity,2007-05-18,20.1,20.1,20.1,36.96,269.0,269.0,269.0,9962.34,9962.34,9962.34
GE US Equity,2007-05-21,20.1,20.1,20.1,37.1,269.0,269.0,269.0,10000.0,10000.0,10000.0
GE US Equity,2007-05-22,20.1,20.1,20.1,37.34,269.0,269.0,269.0,10064.56,10064.56,10064.56
GE US Equity,2007-05-23,20.1,20.1,20.1,37.6,269.0,269.0,269.0,10134.5,10134.5,10134.5
GE US Equity,2007-05-24,20.1,20.1,20.1,37.38,269.0,269.0,269.0,10075.32,10075.32,10075.32
GE US Equity,2007-05-25,20.1,20.1,20.1,37.56,269.0,269.0,269.0,10123.74,10123.74,10123.74
GE US Equity,2007-05-29,20.1,20.1,20.1,37.4,269.0,269.0,269.0,10080.7,10080.7,10080.7
GE US Equity,2007-05-30,20.1,20.1,20.1,37.73,269.0,269.0,269.0,10169.47,10169.47,10169.47
GE US Equity,2007-05-31,20.1,20.1,20.1,37.58,269.0,269.0,269.0,10129.12,10129.12,10129.12
GE US Equity,2007-06-01,20.1,20.1,20.1,37.45,269.0,269.0,269.0,10094.15,10094.15,10094.15
GE US Equity,2007-06-04,20.1,20.1,20.1,37.81,269.0,269.0,269.0,10190.99,10190.99,10190.99
GE US Equity,2007-06-05,20.1,20.1,20.1,37.4,269.0,269.0,269.0,10080.7,10080.7,10080.7
GE US Equity,2007-06-06,20.1,20.1,20.1,37.29,269.0,269.0,269.0,10051.11,10051.11,10051.11
GE US Equity,2007-06-07,20.1,20.1,20.1,36.76,269.0,269.0,269.0,9908.54,9908.54,9908.54
GE US Equity,2007-06-08,20.1,20.1,20.1,37.32,269.0,269.0,269.0,10059.18,10059.18,10059.18
GE US Equity,2007-06-11,20.1,20.1,20.1,37.46,269.0,269.0,269.0,10096.84,10096.84,10096.84
GE US Equity,2007-06-12,20.1,20.1,20.1,37.05,269.0,269.0,269.0,9986.55,9986.55,9986.55
GE US Equity,2007-06-13,20.1,20.1,20.1,37.64,269.0,269.0,269.0,10145.26,10145.26,10145.26
GE US Equity,2007-06-14,20.1,20.1,20.1,37.8,269.0,269.0,269.0,10188.3,10188.3,10188.3
GE US Equity,2007-06-15,20.1,20.1,20.1,38.12,269.0,269.0,269.0,10274.38,10274.38,10274.38
GE US Equity,2007-06-18,20.1,20.1,20.1,38.07,269.0,269.0,269.0,10260.93,10260.93,10260.93
GE US Equity,2007-06-19,20.1,20.1,20.1,39.29,269.0,269.0,269.0,10589.11,10589.11,10589.11
GE US Equity,2007-06-20,20.1,20.1,20.1,39.07,269.0,269.0,269.0,10529.93,10529.93,10529.93
GE US Equity,2007-06-21,20.1,20.1,20.1,38.8,269.0,269.0,269.0,10457.3,10457.3,10457.3
GE US Equity,2007-06-22,20.1,20.1,20.1,38.24,269.0,269.0,269.0,10306.66,10306.66,10306.66
GE US Equity,2007-06-25,20.1,20.1,20.1,38.21,269.0,269.0,269.0,10298.59,10298.59,10298.59
GE US Equity,2007-06-26,20.1,20.1,20.1,38.02,269.0,269.0,269.0,10247.48,10247.48,10247.48
GE US Equity,2007-06-27,20.1,20.1,20.1,38.06,269.0,269.0,269.0,10258.24,10258.24,10258.24
GE US Equity,2007-06-28,20.1,20.1,20.1,38.12,269.0,269.0,269.0,10274.38,10274.38,10274.38
GE US Equity,2007-06-29,20.1,20.1,20.1,38.28,269.0,269.0,269.0,10317.42,10317.42,10317.42
GE US Equity,2007-07-02,20.1,20.1,20.1,38.26,269.0,269.0,269.0,10312.04,10312.04,10312.04
GE US Equity,2007-07-03,20.1,20.1,20.1,38.7,269.0,269.0,269.0,10430.4,10430.4,10430.4
GE US Equity,2007-07-05,20.1,20.1,20.1,38.54,269.0,269.0,269.0,10387.36,10387.36,10387.36
GE US Equity,2007-07-06,20.1,20.1,20.1,38.48,269.0,269.0,269.0,10371.22,10371.22,10371.22
GE US Equity,2007-07-09,20.1,20.1,20.1,38.62,269.0,269.0,269.0,10408.88,10408.88,10408.88
GE US Equity,2007-07-10,20.1,20.1,20.1,37.9,269.0,269.0,269.0,10215.2,10215.2,10215.2
GE US Equity,2007-07-11,20.1,20.1,20.1,38.2,269.0,269.0,269.0,10295.9,10295.9,10295.9
GE US Equity,2007-07-12,20.1,20.1,20.1,39.0,269.0,269.0,269.0,10511.1,10511.1,10511.1
GE US Equity,2007-07-13,20.1,20.1,20.1,39.5,269.0,269.0,269.0,10645.6,10645.6,10645.6
GE US Equity,2007-07-16,20.1,20.1,20.1,40.12,269.0,269.0,269.0,10812.38,10812.38,10812.38
GE US Equity,2007-07-17,20.1,20.1,20.1,40.71,269.0,269.0,269.0,10971.09,10971.09,10971.09
GE US Equity,2007-07-18,20.1,20.1,20.1,40.45,269.0,269.0,269.0,10901.15,10901.15,10901.15
GE US Equity,2007-07-19,20.1,20.1,20.1,40.71,269.0,269.0,269.0,10971.09,10971.09,10971.09
GE US Equity,2007-07-20,20.1,20.1,20.1,40.12,269.0,269.0,269.0,10812.38,10812.38,10812.38
GE US Equity,2007-07-23,20.1,20.1,20.1,40.82,269.0,269.0,269.0,11000.68,11000.68,11000.68
GE US Equity,2007-07-24,20.1,20.1,20.1,40.22,269.0,269.0,269.0,10839.28,10839.28,10839.28
GE US Equity,2007-07-25,20.1,20.1,20.1,40.42,269.0,269.0,269.0,10893.08,10893.08,10893.08
GE US Equity,2007-07-26,20.1,20.1,20.1,39.53,269.0,269.0,269.0,10653.67,10653.67,10653.67
GE US Equity,2007-07-27,20.1,20.1,20.1,38.79,269.0,269.0,269.0,10454.61,10454.61,10454.61
GE US Equity,2007-07-30,20.1,20.1,20.1,39.27,269.0,269.0,269.0,10583.73,10583.73,10583.73
GE US Equity,2007-07-31,20.1,20.1,20.1,38.76,269.0,269.0,269.0,10446.54,10446.54,10446.54
GE US Equity,2007-08-01,20.1,20.1,20.1,38.95,269.0,269.0,269.0,10497.65,10497.65,10497.65
GE US Equity,2007-08-02,20.1,20.1,20.1,39.03,269.0,269.0,269.0,10519.17,10519.17,10519.17
GE US Equity,2007-08-03,20.1,20.1,20.1,38.06,269.0,269.0,269.0,10258.24,10258.24,10258.24
GE US Equity,2007-08-06,20.1,20.1,20.1,39.1,269.0,269.0,269.0,10538.0,10538.0,10538.0
GE US Equity,2007-08-07,20.1,20.1,20.1,39.48,269.0,269.0,269.0,10640.22,10640.22,10640.22
GE US Equity,2007-08-08,20.1,20.1,20.1,40.46,269.0,269.0,269.0,10903.84,10903.84,10903.84
GE US Equity,2007-08-09,20.1,20.1,20.1,38.94,269.0,269.0,269.0,10494.96,10494.96,10494.96
GE US Equity,2007-08-10,20.1,20.1,20.1,38.23,269.0,269.0,269.0,10303.97,10303.97,10303.97
GE US Equity,2007-08-13,20.1,2081.28,2081.28,38.17,269.0,215.0,215.0,10287.83,10287.83,10287.83
GE US Equity,2007-08-14,20.1,2081.28,2081.28,37.68,269.0,215.0,215.0,10156.02,10182.48,10182.48
GE US Equity,2007-08-15,20.1,2081.28,2081.28,36.9,269.0,215.0,215.0,9946.2,10014.78,10014.78
GE US Equity,2007-08-16,20.1,2081.28,2081.28,37.2,269.0,215.0,215.0,10026.9,10079.28,10079.28
GE US Equity,2007-08-17,20.1,2081.28,2081.28,38.45,269.0,215.0,215.0,10363.15,10348.03,10348.03
GE US Equity,2007-08-20,20.1,2081.28,2081.28,38.22,269.0,215.0,215.0,10301.28,10298.58,10298.58
GE US Equity,2007-08-21,20.1,2081.28,2081.28,38.35,269.0,215.0,215.0,10336.25,10326.53,10326.53
GE US Equity,2007-08-22,20.1,2081.28,2081.28,39.14,269.0,215.0,215.0,10548.76,10496.38,10496.38
GE US Equity,2007-08-23,20.1,2081.28,2081.28,39.12,269.0,215.0,215.0,10543.38,10492.08,10492.08
GE US Equity,2007-08-24,20.1,2081.28,2081.28,39.41,269.0,215.0,215.0,10621.39,10554.43,10554.43
GE US Equity,2007-08-27,20.1,2081.28,2081.28,39.0,269.0,215.0,215.0,10511.1,10466.28,10466.28
GE US Equity,2007-08-28,20.1,2081.28,2081.28,38.05,269.0,215.0,215.0,10255.55,10262.03,10262.03
GE US Equity,2007-08-29,20.1,2081.28,2081.28,38.71,269.0,215.0,215.0,10433.09,10403.93,10403.93
GE US Equity,2007-08-30,20.1,2081.28,2081.28,38.4,269.0,215.0,215.0,10349.7,10337.28,10337.28
GE US Equity,2007-08-31,20.1,2081.28,2081.28,38.87,269.0,215.0,215.0,10476.13,10438.33,10438.33
GE US Equity,2007-09-04,20.1,12.16,12.16,39.04,269.0,268.0,268.0,10521.86,10474.88,10474.88
GE US Equity,2007-09-05,20.1,12.16,12.16,38.75,269.0,268.0,268.0,10443.85,10397.16,10397.16
GE US Equity,2007-09-06,20.1,12.16,12.16,39.4,269.0,268.0,268.0,10618.7,10571.36,10571.36
GE US Equity,2007-09-07,20.1,12.16,12.16,38.75,269.0,268.0,268.0,10443.85,10397.16,10397.16
GE US Equity,2007-09-10,20.1,12.16,12.16,39.19,269.0,268.0,268.0,10562.21,10515.08,10515.08
GE US Equity,2007-09-11,20.1,12.16,12.16,39.5,269.0,268.0,268.0,10645.6,10598.16,10598.16
GE US Equity,2007-09-12,20.1,12.16,12.16,39.9,269.0,268.0,268.0,10753.2,10705.36,10705.36
GE US Equity,2007-09-13,20.1,12.16,12.16,40.51,269.0,268.0,268.0,10917.29,10868.84,10868.84
GE US Equity,2007-09-14,20.1,12.16,12.16,40.35,269.0,268.0,268.0,10874.25,10825.96,10825.96
GE US Equity,2007-09-17,20.1,12.16,12.16,40.18,269.0,268.0,268.0,10828.52,10780.4,10780.4
GE US Equity,2007-09-18,20.1,12.16,12.16,41.68,269.0,268.0,268.0,11232.02,11182.4,11182.4
GE US Equity,2007-09-19,20.1,12.16,12.16,41.77,269.0,268.0,268.0,11256.23,11206.52,11206.52
GE US Equity,2007-09-20,20.1,12.16,12.16,41.24,269.0,268.0,268.0,11113.66,11064.48,11064.48
GE US Equity,2007-09-21,20.1,12.16,12.16,41.25,269.0,268.0,268.0,11116.35,11067.16,11067.16
GE US Equity,2007-09-24,20.1,12.16,12.16,40.85,269.0,268.0,268.0,11008.75,10959.96,10959.96
GE US Equity,2007-09-25,20.1,12.16,12.16,41.1,269.0,268.0,268.0,11076.0,11026.96,11026.96
GE US Equity,2007-09-26,20.1,12.16,12.16,41.27,269.0,268.0,268.0,11121.73,11072.52,11072.52
GE US Equity,2007-09-27,20.1,12.16,12.16,41.39,269.0,268.0,268.0,11154.01,11104.68,11104.68
GE US Equity,2007-09-28,20.1,12.16,12.16,41.4,269.0,268.0,268.0,11156.7,11107.36,11107.36
GE US Equity,2007-10-01,20.1,12.16,12.16,42.02,269.0,268.0,268.0,11323.48,11273.52,11273.52
GE US Equity,2007-10-02,20.1,12.16,12.16,42.12,269.0,268.0,268.0,11350.38,11300.32,11300.32
GE US Equity,2007-10-03,20.1,12.16,12.16,41.55,269.0,268.0,268.0,11197.05,11147.56,11147.56
GE US Equity,2007-10-04,20.1,12.16,12.16,41.7,269.0,268.0,268.0,11237.4,11187.76,11187.76
GE US Equity,2007-10-05,20.1,12.16,12.16,41.77,269.0,268.0,268.0,11256.23,11206.52,11206.52
GE US Equity,2007-10-08,20.1,12.16,12.16,41.53,269.0,268.0,268.0,11191.67,11142.2,11142.2
GE US Equity,2007-10-09,20.1,12.16,12.16,42.02,269.0,268.0,268.0,11323.48,11273.52,11273.52
GE US Equity,2007-10-10,20.1,12.16,12.16,41.81,269.0,268.0,268.0,11266.99,11217.24,11217.24
GE US Equity,2007-10-11,20.1,12.16,12.16,41.6,269.0,268.0,268.0,11210.5,11160.96,11160.96
GE US Equity,2007-10-12,20.1,12.16,12.16,41.03,269.0,268.0,268.0,11057.17,11008.2,11008.2
GE US Equity,2007-10-15,20.1,12.16,12.16,40.82,269.0,268.0,268.0,11000.68,10951.92,10951.92
GE US Equity,2007-10-16,20.1,12.16,12.16,40.77,269.0,268.0,268.0,10987.23,10938.52,10938.52
GE US Equity,2007-10-17,20.1,12.16,12.16,41.0,269.0,268.0,268.0,11049.1,11000.16,11000.16
GE US Equity,2007-10-18,20.1,12.16,12.16,40.79,269.0,268.0,268.0,10992.61,10943.88,10943.88
GE US Equity,2007-10-19,20.1,12.16,12.16,40.04,269.0,268.0,268.0,10790.86,10742.88,10742.88
GE US Equity,2007-10-22,20.1,12.16,12.16,40.17,269.0,268.0,268.0,10825.83,10777.72,10777.72
GE US Equity,2007-10-23,20.1,12.16,12.16,40.48,269.0,268.0,268.0,10909.22,10860.8,10860.8
GE US Equity,2007-10-24,20.1,12.16,12.16,40.23,269.0,268.0,268.0,10841.97,10793.8,10793.8
GE US Equity,2007-10-25,20.1,12.16,12.16,40.16,269.0,268.0,268.0,10823.14,10775.04,10775.04
GE US Equity,2007-10-26,20.1,12.16,12.16,40.38,269.0,268.0,268.0,10882.32,10834.0,10834.0
GE US Equity,2007-10-29,20.1,12.16,12.16,40.56,269.0,268.0,268.0,10930.74,10882.24,10882.24
GE US Equity,2007-10-30,20.1,12.16,12.16,40.48,269.0,268.0,268.0,10909.22,10860.8,10860.8
GE US Equity,2007-10-31,20.1,12.16,12.16,41.16,269.0,268.0,268.0,11092.14,11043.04,11043.04
GE US Equity,2007-11-01,20.1,12.16,12.16,40.34,269.0,268.0,268.0,10871.56,10823.28,10823.28
GE US Equity,2007-11-02,20.1,12.16,12.16,40.33,269.0,268.0,268.0,10868.87,10820.6,10820.6
GE US Equity,2007-11-05,20.1,12.16,12.16,40.2,269.0,268.0,268.0,10833.9,10785.76,10785.76
GE US Equity,2007-11-06,20.1,12.16,12.16,40.18,269.0,268.0,268.0,10828.52,10780.4,10780.4
GE US Equity,2007-11-07,20.1,12.16,12.16,39.08,269.0,268.0,268.0,10532.62,10485.6,10485.6
GE US Equity,2007-11-08,20.1,12.16,12.16,39.02,269.0,268.0,268.0,10516.48,10469.52,10469.52
GE US Equity,2007-11-09,20.1,12.16,12.16,38.38,269.0,268.0,268.0,10344.32,10298.0,10298.0
GE US Equity,2007-11-12,20.1,12.16,12.16,38.25,269.0,268.0,268.0,10309.35,10263.16,10263.16
GE US Equity,2007-11-13,20.1,2129.5,2129.5,39.21,269.0,214.0,214.0,10567.59,10520.44,10520.44
GE US Equity,2007-11-14,20.1,2129.5,2129.5,39.01,269.0,214.0,214.0,10513.79,10477.64,10477.64
GE US Equity,2007-11-15,20.1,2129.5,2129.5,38.31,269.0,214.0,214.0,10325.49,10327.84,10327.84
GE US Equity,2007-11-16,20.1,2129.5,2129.5,38.65,269.0,214.0,214.0,10416.95,10400.6,10400.6
GE US Equity,2007-11-19,20.1,2129.5,2129.5,38.16,269.0,214.0,214.0,10285.14,10295.74,10295.74
GE US Equity,2007-11-20,20.1,2129.5,2129.5,38.04,269.0,214.0,214.0,10252.86,10270.06,10270.06
GE US Equity,2007-11-21,20.1,2129.5,2129.5,37.17,269.0,214.0,214.0,10018.83,10083.88,10083.88
GE US Equity,2007-11-23,20.1,2129.5,3749.31,37.67,269.0,214.0,171.0,10153.33,10190.88,10190.88
GE US Equity,2007-11-26,20.1,2129.5,3749.31,36.73,269.0,214.0,171.0,9900.47,9989.72,10030.14
GE US Equity,2007-11-27,20.1,2129.5,3749.31,37.45,269.0,214.0,171.0,10094.15,10143.8,10153.26
GE US Equity,2007-11-28,20.1,2129.5,3749.31,38.46,269.0,214.0,171.0,10365.84,10359.94,10325.97
GE US Equity,2007-11-29,20.1,2129.5,3749.31,38.14,269.0,214.0,171.0,10279.76,10291.46,10271.25
GE US Equity,2007-11-30,20.1,2129.5,3749.31,38.29,269.0,214.0,171.0,10320.11,10323.56,10296.9
GE US Equity,2007-12-03,20.1,24.49,19.38,36.93,269.0,271.0,272.0,9954.27,10032.52,10064.34
GE US Equity,2007-12-04,20.1,24.49,19.38,36.25,269.0,271.0,272.0,9771.35,9848.24,9879.38
GE US Equity,2007-12-05,20.1,24.49,19.38,36.71,269.0,271.0,272.0,9895.09,9972.9,10004.5
GE US Equity,2007-12-06,20.1,24.49,19.38,37.26,269.0,271.0,272.0,10043.04,10121.95,10154.1
GE US Equity,2007-12-07,20.1,24.49,19.38,37.23,269.0,271.0,272.0,10034.97,10113.82,10145.94
GE US Equity,2007-12-10,20.1,24.49,19.38,37.41,269.0,271.0,272.0,10083.39,10162.6,10194.9
GE US Equity,2007-12-11,20.1,24.49,19.38,37.03,269.0,271.0,272.0,9981.17,10059.62,10091.54
GE US Equity,2007-12-12,20.1,24.49,19.38,37.25,269.0,271.0,272.0,10040.35,10119.24,10151.38
GE US Equity,2007-12-13,20.1,24.49,19.38,37.58,269.0,271.0,272.0,10129.12,10208.67,10241.14
GE US Equity,2007-12-14,20.1,24.49,19.38,36.91,269.0,271.0,272.0,9948.89,10027.1,10058.9
GE US Equity,2007-12-17,20.1,24.49,19.38,36.48,269.0,271.0,272.0,9833.22,9910.57,9941.94
GE US Equity,2007-12-18,20.1,24.49,19.38,36.8,269.0,271.0,272.0,9919.3,9997.29,10028.98
GE US Equity,2007-12-19,20.1,24.49,19.38,36.57,269.0,271.0,272.0,9857.43,9934.96,9966.42
GE US Equity,2007-12-20,20.1,24.49,19.38,36.52,269.0,271.0,272.0,9843.98,9921.41,9952.82
GE US Equity,2007-12-21,20.1,24.49,19.38,37.14,269.0,271.0,272.0,10010.76,10089.43,10121.46
GE US Equity,2007-12-24,20.1,24.49,19.38,37.53,269.0,271.0,272.0,10115.67,10195.12,10227.54
GE US Equity,2007-12-26,20.1,24.49,19.38,37.55,269.0,271.0,272.0,10121.05,10200.54,10232.98
GE US Equity,2007-12-27,20.1,24.49,19.38,37.19,269.0,271.0,272.0,10024.21,10102.98,10135.06
GE US Equity,2007-12-28,20.1,24.49,19.38,37.34,269.0,271.0,272.0,10064.56,10143.63,10175.86
GE US Equity,2007-12-31,20.1,24.49,19.38,37.07,269.0,271.0,272.0,9991.93,10070.46,10102.42
GE US Equity,2008-01-02,20.1,24.49,19.38,36.76,269.0,271.0,272.0,9908.54,9986.45,10018.1
GE US Equity,2008-01-03,20.1,24.49,19.38,36.8,269.0,271.0,272.0,9919.3,9997.29,10028.98
GE US Equity,2008-01-04,20.1,24.49,19.38,36.04,269.0,271.0,272.0,9714.86,9791.33,9822.26
GE US Equity,2008-01-07,20.1,24.49,19.38,36.18,269.0,271.0,272.0,9752.52,9829.27,9860.34
GE US Equity,2008-01-08,20.1,24.49,19.38,35.4,269.0,271.0,272.0,9542.7,9617.89,9648.18
GE US Equity,2008-01-09,20.1,24.49,19.38,35.8,269.0,271.0,272.0,9650.3,9726.29,9756.98
GE US Equity,2008-01-10,20.1,24.49,19.38,35.92,269.0,271.0,272.0,9682.58,9758.81,9789.62
GE US Equity,2008-01-11,20.1,24.49,19.38,35.17,269.0,271.0,272.0,9480.83,9555.56,9585.62
GE US Equity,2008-01-14,20.1,24.49,19.38,35.46,269.0,271.0,272.0,9558.84,9634.15,9664.5
GE US Equity,2008-01-15,20.1,24.49,19.38,34.53,269.0,271.0,272.0,9308.67,9382.12,9411.54
GE US Equity,2008-01-16,20.1,1925.29,1920.18,34.56,269.0,216.0,217.0,9316.74,9390.25,9419.7
GE US Equity,2008-01-17,20.1,1925.29,1920.18,33.21,269.0,216.0,217.0,8953.59,9098.65,9126.75
GE US Equity,2008-01-18,20.1,1925.29,1920.18,34.31,269.0,216.0,217.0,9249.49,9336.25,9365.45
GE US Equity,2008-01-22,20.1,1925.29,1920.18,34.05,269.0,216.0,217.0,9179.55,9280.09,9309.03
GE US Equity,2008-01-23,20.1,1925.29,1920.18,34.59,269.0,216.0,217.0,9324.81,9396.73,9426.21
GE US Equity,2008-01-24,20.1,1925.29,1920.18,34.65,269.0,216.0,217.0,9340.95,9409.69,9439.23
GE US Equity,2008-01-25,20.1,1925.29,1920.18,34.0,269.0,216.0,217.0,9166.1,9269.29,9298.18
GE US Equity,2008-01-28,20.1,1925.29,1920.18,34.72,269.0,216.0,217.0,9359.78,9424.81,9454.42
GE US Equity,2008-01-29,20.1,1925.29,1920.18,34.76,269.0,216.0,217.0,9370.54,9433.45,9463.1
GE US Equity,2008-01-30,20.1,1925.29,1920.18,34.94,269.0,216.0,217.0,9418.96,9472.33,9502.16
GE US Equity,2008-01-31,20.1,1925.29,1920.18,35.36,269.0,216.0,217.0,9531.94,9563.05,9593.3
GE US Equity,2008-02-01,20.1,8.81,3.7,36.16,269.0,269.0,270.0,9747.14,9735.85,9766.9
GE US Equity,2008-02-04,20.1,8.81,3.7,35.37,269.0,269.0,270.0,9534.63,9523.34,9553.6
GE US Equity,2008-02-05,20.1,8.81,3.7,34.21,269.0,269.0,270.0,9222.59,9211.3,9240.4
GE US Equity,2008-02-06,20.1,1855.61,1850.5,34.2,269.0,215.0,216.0,9219.9,9208.61,9237.7
GE US Equity,2008-02-07,20.1,1855.61,1850.5,34.23,269.0,215.0,216.0,9227.97,9215.06,9244.18
GE US Equity,2008-02-08,20.1,1855.61,1850.5,33.84,269.0,215.0,216.0,9123.06,9131.21,9159.94
GE US Equity,2008-02-11,20.1,1855.61,1850.5,34.01,269.0,215.0,216.0,9168.79,9167.76,9196.66
GE US Equity,2008-02-12,20.1,1855.61,1850.5,34.37,269.0,215.0,216.0,9265.63,9245.16,9274.42
GE US Equity,2008-02-13,20.1,1855.61,1850.5,34.98,269.0,215.0,216.0,9429.72,9376.31,9406.18
GE US Equity,2008-02-14,20.1,1855.61,1850.5,34.39,269.0,215.0,216.0,9271.01,9249.46,9278.74
GE US Equity,2008-02-15,20.1,1855.61,1850.5,34.37,269.0,215.0,216.0,9265.63,9245.16,9274.42
GE US Equity,2008-02-19,20.1,1855.61,1850.5,34.28,269.0,215.0,216.0,9241.42,9225.81,9254.98
GE US Equity,2008-02-20,20.1,1855.61,1850.5,34.36,269.0,215.0,216.0,9262.94,9243.01,9272.26
GE US Equity,2008-02-21,20.1,1855.61,1850.5,33.69,269.0,215.0,216.0,9082.71,9098.96,9127.54
GE US Equity,2008-02-22,20.1,1855.61,1850.5,33.55,269.0,215.0,216.0,9045.05,9068.86,9097.3
GE US Equity,2008-02-25,20.1,1855.61,1850.5,34.21,269.0,215.0,216.0,9222.59,9210.76,9239.86
GE US Equity,2008-02-26,20.1,1855.61,1850.5,33.94,269.0,215.0,216.0,9149.96,9152.71,9181.54
GE US Equity,2008-02-27,20.1,1855.61,1850.5,34.02,269.0,215.0,216.0,9171.48,9169.91,9198.82
GE US Equity,2008-02-28,20.1,1855.61,1850.5,33.85,269.0,215.0,216.0,9125.75,9133.36,9162.1
GE US Equity,2008-02-29,20.1,1855.61,1850.5,33.14,269.0,215.0,216.0,8934.76,8980.71,9008.74
GE US Equity,2008-03-03,20.1,18.61,13.5,33.4,269.0,270.0,271.0,9004.7,9036.61,9064.9
GE US Equity,2008-03-04,20.1,18.61,13.5,33.52,269.0,270.0,271.0,9036.98,9069.01,9097.42
GE US Equity,2008-03-05,20.1,18.61,13.5,33.67,269.0,270.0,271.0,9077.33,9109.51,9138.07
GE US Equity,2008-03-06,20.1,18.61,13.5,32.86,269.0,270.0,271.0,8859.44,8890.81,8918.56
GE US Equity,2008-03-07,20.1,18.61,13.5,32.23,269.0,270.0,271.0,8689.97,8720.71,8747.83
GE US Equity,2008-03-10,20.1,18.61,13.5,31.7,269.0,270.0,271.0,8547.4,8577.61,8604.2
GE US Equity,2008-03-11,20.1,1822.21,1850.5,33.4,269.0,216.0,216.0,9004.7,9036.61,9064.9
GE US Equity,2008-03-12,20.1,1822.21,1850.5,33.96,269.0,216.0,216.0,9155.34,9157.57,9185.86
GE US Equity,2008-03-13,20.1,1822.21,1850.5,34.25,269.0,216.0,216.0,9233.35,9220.21,9248.5
GE US Equity,2008-03-14,20.1,1822.21,1850.5,33.82,269.0,216.0,216.0,9117.68,9127.33,9155.62
GE US Equity,2008-03-17,20.1,1822.21,1850.5,34.33,269.0,216.0,216.0,9254.87,9237.49,9265.78
GE US Equity,2008-03-18,20.1,1822.21,1850.5,36.14,269.0,216.0,216.0,9741.76,9628.45,9656.74
GE US Equity,2008-03-19,20.1,1822.21,1850.5,35.59,269.0,216.0,216.0,9593.81,9509.65,9537.94
GE US Equity,2008-03-20,20.1,1822.21,1850.5,37.49,269.0,216.0,216.0,10104.91,9920.05,9948.34
GE US Equity,2008-03-24,20.1,1822.21,1850.5,37.4,269.0,216.0,216.0,10080.7,9900.61,9928.9
GE US Equity,2008-03-25,20.1,1822.21,1850.5,37.27,269.0,216.0,216.0,10045.73,9872.53,9900.82
GE US Equity,2008-03-26,20.1,1822.21,1850.5,37.13,269.0,216.0,216.0,10008.07,9842.29,9870.58
GE US Equity,2008-03-27,20.1,1822.21,1850.5,36.83,269.0,216.0,216.0,9927.37,9777.49,9805.78
GE US Equity,2008-03-28,20.1,1822.21,1850.5,36.61,269.0,216.0,216.0,9868.19,9729.97,9758.26
GE US Equity,2008-03-31,20.1,1822.21,1850.5,37.01,269.0,216.0,216.0,9975.79,9816.37,9844.66
GE US Equity,2008-04-01,20.1,16.0,5.86,38.43,269.0,263.0,264.0,10357.77,10123.09,10151.38
GE US Equity,2008-04-02,20.1,16.0,5.86,38.02,269.0,263.0,264.0,10247.48,10015.26,10043.14
GE US Equity,2008-04-03,20.1,16.0,5.86,37.84,269.0,263.0,264.0,10199.06,9967.92,9995.62
GE US Equity,2008-04-04,20.1,16.0,5.86,37.56,269.0,263.0,264.0,10123.74,9894.28,9921.7
GE US Equity,2008-04-07,20.1,16.0,5.86,37.26,269.0,263.0,264.0,10043.04,9815.38,9842.5
GE US Equity,2008-04-08,20.1,16.0,5.86,36.95,269.0,263.0,264.0,9959.65,9733.85,9760.66
GE US Equity,2008-04-09,20.1,16.0,5.86,36.44,269.0,263.0,264.0,9822.46,9599.72,9626.02
GE US Equity,2008-04-10,20.1,1963.75,1953.61,36.75,269.0,210.0,211.0,9905.85,9681.25,9707.86
GE US Equity,2008-04-11,20.1,1963.75,1953.61,32.05,269.0,210.0,211.0,8641.55,8694.25,8716.16
GE US Equity,2008-04-14,20.1,1963.75,3318.86,31.75,269.0,210.0,168.0,8560.85,8631.25,8652.86
GE US Equity,2008-04-15,20.1,1963.75,3318.86,31.98,269.0,210.0,168.0,8622.72,8679.55,8691.5
GE US Equity,2008-04-16,20.1,1963.75,3318.86,32.23,269.0,210.0,168.0,8689.97,8732.05,8733.5
GE US Equity,2008-04-17,20.1,1963.75,3318.86,32.02,269.0,210.0,168.0,8633.48,8687.95,8698.22
GE US Equity,2008-04-18,20.1,1963.75,3318.86,32.69,269.0,210.0,168.0,8813.71,8828.65,8810.78
GE US Equity,2008-04-21,20.1,1963.75,3318.86,32.46,269.0,210.0,168.0,8751.84,8780.35,8772.14
GE US Equity,2008-04-22,20.1,1963.75,3318.86,32.33,269.0,210.0,168.0,8716.87,8753.05,8750.3
